source_e (MeV)	NPS	det_pulse (MeVee)	det_cell	corr_count	PSD	time (s)	cells_history
2.98824	13430	0.796344	1	no	0.401339	6.93293e-09	4	1
1.70489	13441	0.0947139	1	no	0.260628	7.38309e-09	4	1
2.074	13471	0.17692	1	no	0.337658	7.35365e-09	4	1
2.78745	13573	0.306765	1	no	0.408244	5.54731e-09	4	1
2.34957	13574	0.060322	1	no	0.24089	6.13847e-09	4	1
2.78323	13592	0.0107767	1	no	0	1.01566e-08	4	1
2.06093	13609	0.104771	1	no	0.337913	9.68915e-09	4	1
2.90659	13664	0.261519	1	no	0.332565	6.79029e-09	4	1
2.2066	13735	0.0628508	1	no	0.281956	6.17906e-09	4	1
2.37062	13739	0.357789	1	no	0.351873	7.4244e-09	4	1
2.31315	13749	0.134163	1	no	0.326374	7.02703e-09	4	1
2.17473	13756	0.204893	1	no	0.378145	1.13572e-08	4	1
2.54332	13805	0.233507	1	no	0.345302	8.1796e-09	4	1
2.4157	13831	0.024724	1	no	0.22974	6.33204e-09	4	1
2.34059	13867	0.466158	1	no	0.393131	6.56017e-09	4	1
2.19205	13891	0.269163	1	no	0.323047	7.22653e-09	4	1
2.14132	13901	0.390352	1	no	0.399163	7.53809e-09	4	1
2.72134	13928	0.0851044	1	no	0.417143	8.08902e-09	4	1
2.60707	13941	0.257103	1	no	0.407884	6.81939e-09	4	1
2.07153	13945	0.180596	1	no	0.344464	6.6869e-09	4	1
2.99593	13951	0.0126441	1	no	0.249231	6.3927e-09	4	1
2.1849	13970	0.031688	1	no	0.279926	7.61453e-09	4	1
1.87992	13979	0.215086	1	no	0.389798	1.02317e-08	4	1
2.66836	14058	0.507456	1	no	0.362173	7.76015e-09	4	1
1.9874	14071	0.15062	1	no	0.408369	8.03277e-09	4	1
2.38489	14089	0.0273112	1	no	0.185185	6.95285e-09	4	1
2.21132	14104	0.315013	1	no	0.379215	1.13202e-08	4	1
2.47944	14120	0.0412781	1	no	0.21442	6.80926e-09	4	1
2.43494	14186	0.164743	1	no	0.420002	8.38304e-09	4	1
1.99435	14210	0.0285562	1	no	0.177112	1.15822e-08	4	1
2.54181	14223	0.211215	1	no	0.400074	1.11717e-08	4	1
1.9553	14262	0.0843847	1	no	0.321807	6.54764e-09	4	1
2.24159	14291	0.211818	1	no	0.347507	9.72046e-09	4	1
2.02958	14309	0.141828	1	no	0.348923	1.09922e-08	4	1
1.83331	14335	0.30552	1	no	0.372405	1.10524e-08	4	1
2.92435	14351	0.371814	1	no	0.350371	7.26425e-09	4	1
2.83981	14374	0.0412197	1	no	0.230297	6.87534e-09	4	1
2.66189	14426	0.164801	1	no	0.308074	5.76236e-09	4	1
2.85963	14452	0.364792	1	no	0.350184	6.6493e-09	4	1
3.0052	14457	0.459739	1	no	0.319455	7.92077e-09	4	1
3.18132	14524	0.118874	1	no	0.351661	1.14477e-08	4	1
2.68692	14576	0.221408	1	no	0.278071	6.6621e-09	4	1
1.9049	14588	0.227846	1	no	0.323316	1.05379e-08	4	1
2.34749	14591	0.290814	1	no	0.432709	7.13793e-09	4	1
2.27615	14612	0.415154	1	no	0.369225	6.36834e-09	4	1
2.15912	14614	0.255177	1	no	0.400976	6.85335e-09	4	1
2.54749	14678	0.140544	1	no	0.370381	9.15007e-09	4	1
2.40873	14695	0.0374654	1	no	0.117861	5.79524e-09	4	1
2.96609	14698	0.357147	1	no	0.386329	6.60689e-09	4	1
1.95923	14787	0.251403	1	no	0.374188	7.32853e-09	4	1
2.3266	14844	0.311258	1	no	0.328729	1.02455e-08	4	1
2.86975	14892	0.262199	1	no	0.35381	7.75128e-09	4	1
2.32712	14903	0.0546224	1	no	0.138533	6.58513e-09	4	1
2.2414	15087	0.26539	1	no	0.378289	7.19691e-09	4	1
2.38515	15100	0.0863494	1	no	0.39626	8.08278e-09	4	1
1.98675	15113	0.013286	1	no	0	1.19838e-08	4	1
1.67064	15116	0.153947	1	no	0.288476	8.45044e-09	4	1
2.07964	15152	0.351933	1	no	0.390007	7.01304e-09	4	1
1.89142	15200	0.0551866	1	no	0.262249	1.36076e-08	4	1
2.48317	15212	0.331684	1	no	0.391121	6.13195e-09	4	1
2.01793	15218	0.327209	1	no	0.336009	6.62918e-09	4	1
2.66645	15255	0.356466	1	no	0.322619	7.25044e-09	4	1
1.6317	15256	0.244926	1	no	0.378445	7.16975e-09	4	1
1.73298	15283	0.118271	1	no	0.300164	6.9297e-09	4	1
1.9177	15471	0.201644	1	no	0.361856	7.57328e-09	4	1
1.87785	15483	0.150134	1	no	0.35942	7.86532e-09	4	1
1.70974	15485	0.0774985	1	no	0.416918	8.34926e-09	4	1
2.0568	15501	0.217537	1	no	0.397031	1.01995e-08	4	1
2.38194	15510	0.0927103	1	no	0.341167	6.62389e-09	4	1
2.85682	15600	0.45083	1	no	0.380911	5.63099e-09	4	1
3.10927	15646	0.469932	1	no	0.377722	7.44455e-09	4	1
2.73679	15664	0.102942	1	no	0.381708	5.98e-09	4	1
2.13398	15671	0.413248	1	no	0.406326	6.89737e-09	4	1
2.89982	15681	0.199699	1	no	0.375024	7.5719e-09	4	1
2.88286	15695	0.369266	1	no	0.375441	7.76469e-09	4	1
2.71139	15704	0.390294	1	no	0.371461	6.03877e-09	4	1
2.74014	15797	0.14494	1	no	0.38062	5.77795e-09	4	1
2.52564	15809	0.270486	1	no	0.352391	5.79622e-09	4	1
2.42367	15948	0.154452	1	no	0.348615	7.36837e-09	4	1
2.41012	15961	0.153947	1	no	0.38375	6.71911e-09	4	1
2.10251	15995	0.0215533	1	no	0.0577617	7.19617e-09	4	1
2.12399	15996	0.405603	1	no	0.38262	7.35848e-09	4	1
1.8299	16013	0.0221563	1	no	0.14223	7.58545e-09	4	1
2.49266	16024	0.45081	1	no	0.366775	8.27876e-09	4	1
2.54198	16056	0.486525	1	no	0.355604	6.14417e-09	4	1
2.61354	16089	0.479464	1	no	0.363437	6.32961e-09	4	1
2.45994	16113	0.371814	1	no	0.360835	7.98349e-09	4	1
2.32169	16119	0.389671	1	no	0.390076	5.79034e-09	4	1
2.65666	16144	0.540642	1	no	0.341129	6.4085e-09	4	1
3.19127	16305	0.0888976	1	no	0.248796	6.94297e-09	4	1
2.11403	16311	0.193357	1	no	0.374447	9.97763e-09	4	1
2.16116	16383	0.256403	1	no	0.3392	1.19532e-08	4	1
2.56983	16432	0.352089	1	no	0.370166	8.45008e-09	4	1
2.20749	16469	0.183145	1	no	0.377695	6.96872e-09	4	1
2.57432	16514	0.617167	1	no	0.381505	5.64543e-09	4	1
2.89405	16526	0.583262	1	no	0.402481	6.11431e-09	4	1
2.71279	16593	0.0271945	1	no	0.32475	7.48038e-09	4	1
2.14635	16621	0.22594	1	no	0.331726	7.42964e-09	4	1
2.28723	16625	0.375607	1	no	0.355482	6.84524e-09	4	1
2.22729	16643	0.264767	1	no	0.369701	9.14278e-09	4	1
2.19694	16665	0.155814	1	no	0.338202	8.37991e-09	4	1
2.43242	16694	0.550251	1	no	0.320182	6.37392e-09	4	1
2.44045	16788	0.39788	1	no	0.389802	7.39466e-09	4	1
2.22388	16795	0.102884	1	no	0.338438	9.18531e-09	4	1
1.61945	16821	0.186413	1	no	0.364604	3.16558e-08	4	1
3.1043	16838	0.471858	1	no	0.39366	6.40703e-09	4	1
2.73666	16849	0.469893	1	no	0.38032	5.52112e-09	4	1
2.36042	16866	0.116929	1	no	0.396107	7.56553e-09	4	1
3.17119	16940	0.463571	1	no	0.38559	8.23175e-09	4	1
2.18929	17033	0.0596412	1	no	0.403457	8.69606e-09	4	1
2.0453	17135	0.388271	1	no	0.333868	7.47392e-09	4	1
2.66072	17173	0.497379	1	no	0.377293	7.47831e-09	4	1
2.77843	17185	0.194661	1	no	0.355551	1.01632e-08	4	1
3.08467	17204	0.275544	1	no	0.368938	5.56834e-09	4	1
2.77665	17221	0.307465	1	no	0.336961	5.73092e-09	4	1
1.72581	17251	0.155814	1	no	0.387016	8.64082e-09	4	1
2.48795	17274	0.19147	1	no	0.328152	7.69138e-09	4	1
2.28859	17382	0.408093	1	no	0.41756	5.8432e-09	4	1
3.11497	17438	0.469874	1	no	0.369447	5.00759e-09	4	1
2.5121	17451	0.391597	1	no	0.367096	8.13723e-09	4	1
2.37229	17460	0.520275	1	no	0.404771	6.21379e-09	4	1
3.03468	17524	0.621	1	no	0.398634	5.54924e-09	4	1
2.24704	17541	0.465419	1	no	0.424977	8.58069e-09	4	1
2.54206	17579	0.440734	1	no	0.375248	7.43573e-09	4	1
2.14133	17674	0.0852211	1	no	0.312942	1.21526e-08	4	1
3.15746	17699	0.532977	1	no	0.342421	7.49892e-09	4	1
1.97149	17711	0.202986	1	no	0.384954	6.25519e-09	4	1
2.5097	17770	0.462287	1	no	0.3591	5.98527e-09	4	1
2.49724	17845	0.582095	1	no	0.378125	7.41445e-09	4	1
2.43438	17897	0.141789	1	no	0.344492	8.43637e-09	4	1
2.29193	17945	0.122725	1	no	0.336028	8.31232e-09	4	1
2.18296	18017	0.116364	1	no	0.261451	6.29306e-09	4	1
2.32645	18037	0.143092	1	no	0.301251	6.94762e-09	4	1
2.94036	18063	0.123328	1	no	0.339274	6.20985e-09	4	1
2.69432	18101	0.589195	1	no	0.394302	7.36608e-09	4	1
2.68251	18187	0.404844	1	no	0.398856	5.74105e-09	4	1
1.86518	18202	0.0837816	1	no	0.309264	7.07088e-09	4	1
2.47101	18233	0.408735	1	no	0.337521	8.85817e-09	4	1
2.73318	18286	0.444469	1	no	0.331874	5.92323e-09	4	1
2.89835	18295	0.390936	1	no	0.333383	8.05682e-09	4	1
2.68206	18297	0.0240821	1	no	0.1042	7.04316e-09	4	1
2.31499	18305	0.290833	1	no	0.371346	6.36756e-09	4	1
2.65172	18495	0.283908	1	no	0.353751	1.04289e-08	4	1
2.12852	18502	0.038049	1	no	0.281697	6.5468e-09	4	1
2.95115	18531	0.217595	1	no	0.34132	6.72305e-09	4	1
3.03443	18548	0.819084	1	no	0.372171	5.54543e-09	4	1
2.40258	18611	0.210553	1	no	0.380081	8.03326e-09	4	1
2.15131	18648	0.230978	1	no	0.365673	6.27907e-09	4	1
2.75325	18649	0.0641736	1	no	0.286754	6.1192e-09	4	1
2.30262	18692	0.0762536	1	no	0.182143	7.63314e-09	4	1
2.89316	18714	0.294024	1	no	0.31525	7.42678e-09	4	1
3.12131	18732	0.778487	1	no	0.378561	7.16391e-09	4	1
2.24777	18757	0.0711181	1	no	0.266958	6.95327e-09	4	1
2.50371	18808	0.0768177	1	no	0.312991	6.30185e-09	4	1
2.07971	18825	0.292837	1	no	0.408197	9.03312e-09	4	1
2.22442	18856	0.222711	1	no	0.339331	8.40642e-09	4	1
2.70213	18866	0.541945	1	no	0.343898	6.75238e-09	4	1
2.45739	18961	0.272431	1	no	0.338165	5.83993e-09	4	1
2.45314	18966	0.16412	1	no	0.406306	6.87105e-09	4	1
2.03126	18979	0.0729855	1	no	0.372868	6.75437e-09	4	1
2.47788	19074	0.46931	1	no	0.360441	1.04306e-08	4	1
3.14252	19090	0.274863	1	no	0.369781	6.02216e-09	4	1
2.48208	19096	0.131012	1	no	0.348627	7.33806e-09	4	1
2.54928	19097	0.406809	1	no	0.345288	5.96726e-09	4	1
1.99322	19118	0.378194	1	no	0.356445	7.48507e-09	4	1
2.35576	19153	0.350183	1	no	0.379513	6.54949e-09	4	1
2.8013	19262	0.415096	1	no	0.379774	6.10929e-09	4	1
2.39126	19264	0.110607	1	no	0.320612	6.57345e-09	4	1
3.67118	19286	0.936421	1	no	0.361619	6.29112e-09	4	1
1.91889	19317	0.145563	1	no	0.378859	1.12509e-08	4	1
2.70682	19385	0.613374	1	no	0.374572	7.67987e-09	4	1
2.39666	19396	0.17548	1	no	0.448398	7.66152e-09	4	1
2.71831	19421	0.297856	1	no	0.409613	6.79591e-09	4	1
3.00741	19468	0.44264	1	no	0.365107	5.9376e-09	4	1
2.72179	19515	0.269883	1	no	0.343809	8.02479e-09	4	1
2.18277	19542	0.253271	1	no	0.363902	6.29206e-09	4	1
2.01293	19607	0.0634928	1	no	0.249387	6.79276e-09	4	1
2.20776	19610	0.15772	1	no	0.333991	8.97879e-09	4	1
3.08102	19696	0.637554	1	no	0.352281	5.62878e-09	4	1
2.63742	19703	0.225162	1	no	0.369158	9.46542e-09	4	1
2.52211	19724	0.446278	1	no	0.401883	7.38847e-09	4	1
2.54857	19794	0.00824783	1	no	0	5.99862e-09	4	1
2.26531	19851	0.0495454	1	no	0.191205	9.89434e-09	4	1
2.175	19874	0.406206	1	no	0.342687	7.41865e-09	4	1
2.61601	19886	0.222614	1	no	0.367791	8.13143e-09	4	1
2.7286	19899	0.155133	1	no	0.310596	7.38931e-09	4	1
2.26723	19933	0.325245	1	no	0.394916	7.97038e-09	4	1
1.95148	19971	0.127122	1	no	0.314308	8.71842e-09	4	1
1.96662	19978	0.239265	1	no	0.382358	1.12217e-08	4	1
2.72648	19983	0.0806498	1	no	0.321756	1.17382e-08	4	1
2.62487	20092	0.116326	1	no	0.305017	6.30841e-09	4	1
1.4625	20095	0.165346	1	no	0.318353	9.50752e-09	4	1
2.12122	20134	0.384361	1	no	0.368642	6.85669e-09	4	1
2.68008	20177	0.274941	1	no	0.374204	7.08392e-09	4	1
2.38227	20189	0.0100958	1	no	0.125241	1.12314e-08	4	1
1.90762	20273	0.061567	1	no	0.277409	9.35703e-09	4	1
2.72448	20287	0.393542	1	no	0.392813	6.68384e-09	4	1
2.32646	20420	0.223936	1	no	0.365792	6.43179e-09	4	1
2.55147	20436	0.256967	1	no	0.325814	9.0201e-09	4	1
2.58488	20466	0.237981	1	no	0.354994	1.08077e-08	4	1
2.26205	20472	0.276828	1	no	0.360129	8.95685e-09	4	1
2.71005	20474	0.224598	1	no	0.404556	6.61883e-09	4	1
2.95774	20478	0.40677	1	no	0.368849	5.41179e-09	4	1
2.07844	20535	0.162797	1	no	0.33887	6.83698e-09	4	1
2.32426	20604	0.208102	1	no	0.369321	8.70606e-09	4	1
2.84167	20630	0.396752	1	no	0.34948	6.01855e-09	4	1
2.51767	20634	0.0412197	1	no	0.306277	6.98095e-09	4	1
1.95828	20639	0.16663	1	no	0.247257	1.43806e-08	4	1
2.1976	20672	0.089559	1	no	0.296481	6.92182e-09	4	1
2.74715	20728	0.284453	1	no	0.33037	8.87658e-09	4	1
2.75643	20762	0.528523	1	no	0.382738	6.24267e-09	4	1
2.23337	20769	0.306804	1	no	0.350051	9.74712e-09	4	1
2.5042	20820	0.324642	1	no	0.338606	6.96948e-09	4	1
2.62116	20840	0.408851	1	no	0.353126	7.4141e-09	4	1
2.20082	20865	0.39858	1	no	0.394143	1.02943e-08	4	1
2.38196	20915	0.132199	1	no	0.427016	6.83551e-09	4	1
2.22186	20922	0.257122	1	no	0.380617	8.40975e-09	4	1
2.44865	20950	0.39148	1	no	0.366807	9.78879e-09	4	1
2.2841	21038	0.368565	1	no	0.403652	6.9508e-09	4	1
2.71967	21041	0.249439	1	no	0.392342	7.24318e-09	4	1
2.21743	21055	0.410758	1	no	0.408884	6.55732e-09	4	1
2.08983	21058	0.087711	1	no	0.295853	7.04416e-09	4	1
2.80717	21088	0.0845597	1	no	0.322521	6.14507e-09	4	1
1.71576	21098	0.11191	1	no	0.368503	7.01947e-09	4	1
2.31503	21102	0.365998	1	no	0.359394	6.93474e-09	4	1
2.25036	21128	0.055206	1	no	0.274489	7.9619e-09	4	1
2.47298	21190	0.465477	1	no	0.431986	6.46001e-09	4	1
2.32231	21208	0.344347	1	no	0.417297	7.6269e-09	4	1
2.79885	21240	0.287702	1	no	0.32238	5.99041e-09	4	1
2.06494	21285	0.140486	1	no	0.265854	7.06498e-09	4	1
2.78579	21325	0.418286	1	no	0.396782	7.97333e-09	4	1
1.3399	21352	0.0876721	1	no	0.281562	8.20512e-09	4	1
2.59094	21391	0.238526	1	no	0.313733	6.91345e-09	4	1
2.27691	21403	0.327774	1	no	0.412938	6.19984e-09	4	1
3.05691	21418	0.234188	1	no	0.382673	7.50198e-09	4	1
2.70525	21459	0.440617	1	no	0.346254	5.92852e-09	4	1
2.53122	21474	0.297175	1	no	0.374026	7.23261e-09	4	1
2.94802	21560	0.218898	1	no	0.333689	6.99969e-09	4	1
2.82587	21579	0.373681	1	no	0.367517	6.84701e-09	4	1
2.35737	21589	0.295949	1	no	0.401604	6.42168e-09	4	1
2.67736	21608	0.198473	1	no	0.342154	7.15893e-09	4	1
3.49018	21668	0.645179	1	no	0.395483	5.33749e-09	4	1
2.94557	21683	0.243039	1	no	0.339683	5.99293e-09	4	1
2.69312	21691	0.366756	1	no	0.386655	5.97493e-09	4	1
2.84306	21729	0.372475	1	no	0.390902	5.2903e-09	4	1
2.4022	21740	0.404319	1	no	0.360308	8.6839e-09	4	1
2.16714	21749	0.424141	1	no	0.350807	7.18835e-09	4	1
2.66096	21773	0.614541	1	no	0.360154	7.25066e-09	4	1
2.4692	21834	0.489579	1	no	0.400151	8.05706e-09	4	1
2.29456	21904	0.101581	1	no	0.279778	7.73997e-09	4	1
1.99335	21924	0.0107572	1	no	0.117541	7.37561e-09	4	1
2.28524	21938	0.399183	1	no	0.369475	7.42214e-09	4	1
2.733	21987	0.308652	1	no	0.403668	6.81368e-09	4	1
2.23234	22017	0.352556	1	no	0.412823	8.04345e-09	4	1
1.71584	22018	0.204134	1	no	0.388508	7.37973e-09	4	1
2.1607	22119	0.248836	1	no	0.316604	7.84661e-09	4	1
2.30379	22141	0.144298	1	no	0.435562	8.47036e-09	4	1
3.00086	22357	0.599213	1	no	0.356545	7.94793e-09	4	1
2.07742	22366	0.0170792	1	no	0.148064	7.12597e-09	4	1
2.87345	22465	0.185109	1	no	0.373897	7.81181e-09	4	1
2.56691	22469	0.163459	1	no	0.36487	6.47464e-09	4	1
1.76634	22514	0.0253465	1	no	0.173446	8.13301e-09	4	1
2.35928	22571	0.19468	1	no	0.280276	6.45214e-09	4	1
2.06604	22580	0.00698342	1	no	0	6.69603e-09	4	1
2.27458	22590	0.288888	1	no	0.365026	1.35261e-08	4	1
3.0185	22593	0.161552	1	no	0.436484	9.08771e-09	4	1
2.41249	22602	0.156495	1	no	0.3734	6.47546e-09	4	1
2.85489	22626	0.1819	1	no	0.373329	6.09093e-09	4	1
2.3649	22636	0.430405	1	no	0.4064	9.272e-09	4	1
2.55622	22664	0.0628508	1	no	0.210461	6.24916e-09	4	1
1.96527	22711	0.232923	1	no	0.329798	7.91793e-09	4	1
1.98078	22712	0.324058	1	no	0.337415	6.65795e-09	4	1
2.34837	22721	0.172329	1	no	0.338639	6.11393e-09	4	1
2.22932	22734	0.296008	1	no	0.373661	9.12981e-09	4	1
2.06922	22757	0.227127	1	no	0.447585	6.18379e-09	4	1
2.45061	22879	0.582737	1	no	0.380011	6.02819e-09	4	1
2.18306	22896	0.0463357	1	no	0.190596	7.33928e-09	4	1
2.32033	22921	0.0946556	1	no	0.321208	6.42812e-09	4	1
2.46145	22945	0.328377	1	no	0.363782	9.33556e-09	4	1
2.58207	23051	0.519652	1	no	0.3661	8.74957e-09	4	1
2.38157	23094	0.48777	1	no	0.380658	6.77843e-09	4	1
1.93563	23115	0.334815	1	no	0.364455	7.01523e-09	4	1
3.19164	23150	0.00694452	1	no	0	5.20876e-09	4	1
2.25834	23151	0.107377	1	no	0.347645	6.77618e-09	4	1
2.54601	23171	0.0431261	1	no	0.307623	7.65908e-09	4	1
1.90068	23172	0.352575	1	no	0.429021	7.32823e-09	4	1
2.54125	23233	0.442504	1	no	0.425488	8.07955e-09	4	1
2.72829	23247	0.65864	1	no	0.396261	6.24146e-09	4	1
2.40803	23280	0.471877	1	no	0.36792	6.04571e-09	4	1
2.63228	23372	0.109381	1	no	0.289881	5.95994e-09	4	1
1.97042	23388	0.165326	1	no	0.387928	7.89981e-09	4	1
2.8176	23516	0.445694	1	no	0.360903	7.82377e-09	4	1
1.95282	23594	0.0158343	1	no	0.158477	7.35956e-09	4	1
2.25022	23664	0.291534	1	no	0.364049	9.02937e-09	4	1
2.5051	23733	0.284472	1	no	0.397566	6.13766e-09	4	1
2.86874	23741	0.130292	1	no	0.321141	6.8828e-09	4	1
2.36474	23790	0.0380684	1	no	0.282575	6.45287e-09	4	1
2.28915	23799	0.309372	1	no	0.411154	7.80753e-09	4	1
2.0758	23805	0.118232	1	no	0.289404	8.25996e-09	4	1
2.8356	23820	0.27498	1	no	0.360498	9.9196e-09	4	1
2.66763	23834	0.371814	1	no	0.343727	5.97068e-09	4	1
2.48272	23843	0.00503818	1	no	0	7.45722e-09	4	1
3.30106	23938	0.227204	1	no	0.357962	6.1993e-09	4	1
2.49628	23941	0.420892	1	no	0.377871	7.49757e-09	4	1
2.74428	23972	0.02984	1	no	0.0847458	6.08878e-09	4	1
2.17004	24015	0.119477	1	no	0.414035	1.10916e-08	4	1
2.06708	24026	0.289588	1	no	0.344327	7.1543e-09	4	1
2.61497	24049	0.322677	1	no	0.358392	5.86842e-09	4	1
2.2547	24107	0.372378	1	no	0.363632	8.87336e-09	4	1
1.91257	24136	0.333531	1	no	0.386854	7.61891e-09	4	1
2.07452	24139	0.193396	1	no	0.371052	6.93589e-09	4	1
2.91022	24209	0.0158537	1	no	0.158282	6.58433e-09	4	1
2.19271	24236	0.0966397	1	no	0.381039	7.18561e-09	4	1
2.25208	24293	0.337344	1	no	0.344712	6.50081e-09	4	1
2.29084	24305	0.338064	1	no	0.353588	7.08751e-09	4	1
1.87259	24327	0.245023	1	no	0.378692	7.71231e-09	4	1
2.71144	24348	0.494656	1	no	0.38814	7.58586e-09	4	1
2.95869	24357	0.48705	1	no	0.369518	6.80061e-09	4	1
2.53136	24369	0.120702	1	no	0.33054	6.38707e-09	4	1
2.5269	24389	0.441804	1	no	0.355495	6.99403e-09	4	1
2.33548	24417	0.448165	1	no	0.378662	6.23453e-09	4	1
2.59428	24435	0.0602442	1	no	0.261543	8.46436e-09	4	1
2.42672	24448	0.0914654	1	no	0.276691	7.29535e-09	4	1
2.18921	24556	0.379361	1	no	0.3534	8.22198e-09	4	1
1.86659	24563	0.332831	1	no	0.397019	1.02659e-08	4	1
2.74151	24575	0.236036	1	no	0.344157	5.78745e-09	4	1
2.68556	24653	0.373681	1	no	0.396512	6.77338e-09	4	1
3.01149	24655	0.654769	1	no	0.343939	9.93286e-09	4	1
2.14313	24738	0.233468	1	no	0.44076	6.07563e-09	4	1
2.12113	24791	0.273034	1	no	0.321103	8.48901e-09	4	1
2.48481	24798	0.301785	1	no	0.419492	7.65929e-09	4	1
2.70726	24805	0.184565	1	no	0.330312	5.62822e-09	4	1
2.0972	24827	0.109245	1	no	0.35933	6.94658e-09	4	1
2.55316	24838	0.36983	1	no	0.40222	9.30977e-09	4	1
2.70714	24855	0.162778	1	no	0.319312	6.41046e-09	4	1
2.02282	24864	0.129028	1	no	0.319011	8.7047e-09	4	1
2.60548	24937	0.089559	1	no	0.367724	5.99924e-09	4	1
2.73325	24939	0.432253	1	no	0.422213	6.91534e-09	4	1
2.35056	24997	0.0355007	1	no	0.14137	6.64095e-09	4	1
1.79738	25048	0.302991	1	no	0.392334	7.11227e-09	4	1
2.38732	25067	0.266596	1	no	0.362131	7.01576e-09	4	1
2.6953	25075	0.373565	1	no	0.392939	8.14979e-09	4	1
1.86535	25095	0.0781404	1	no	0.348768	8.54378e-09	4	1
2.24983	25109	0.1698	1	no	0.362584	6.74751e-09	4	1
2.52183	25216	0.467987	1	no	0.372225	5.95276e-09	4	1
2.18011	25218	0.155814	1	no	0.358427	8.10841e-09	4	1
2.0967	25222	0.324058	1	no	0.417972	8.41105e-09	4	1
2.12464	25241	0.267957	1	no	0.386642	8.63694e-09	4	1
2.17076	25342	0.236678	1	no	0.370264	1.06433e-08	4	1
2.2759	25396	0.292798	1	no	0.373372	9.48233e-09	4	1
2.55823	25406	0.160891	1	no	0.410349	1.02162e-08	4	1
2.71575	25461	0.123367	1	no	0.339483	6.26277e-09	4	1
2.28929	25491	0.186957	1	no	0.274269	6.36571e-09	4	1
2.36576	25507	0.478316	1	no	0.360649	7.52439e-09	4	1
2.7769	25517	0.0768177	1	no	0.296024	6.31813e-09	4	1
2.36955	25524	0.243058	1	no	0.32389	7.09161e-09	4	1
2.33074	25576	0.172368	1	no	0.431103	7.14195e-09	4	1
2.34796	25651	0.0101153	1	no	0.0615385	5.92851e-09	4	1
2.1466	25711	0.147488	1	no	0.322474	7.64187e-09	4	1
3.10542	25723	0.635044	1	no	0.428077	9.12249e-09	4	1
2.9446	25815	0.309955	1	no	0.317748	6.44439e-09	4	1
2.58024	25884	0.426047	1	no	0.403205	5.88207e-09	4	1
2.28776	25898	0.329816	1	no	0.337423	6.55552e-09	4	1
2.52845	25918	0.278014	1	no	0.376924	7.77584e-09	4	1
2.83209	25935	0.436182	1	no	0.36021	9.35633e-09	4	1
2.73769	25953	0.293421	1	no	0.379077	7.16866e-09	4	1
2.56292	26007	0.418383	1	no	0.378557	8.81957e-09	4	1
2.21484	26016	0.303614	1	no	0.343221	6.76634e-09	4	1
2.87786	26095	0.187055	1	no	0.370112	6.35398e-09	4	1
2.14729	26134	0.148208	1	no	0.398477	6.71535e-09	4	1
1.70161	26138	0.301707	1	no	0.366409	7.90308e-09	4	1
2.55187	26178	0.313846	1	no	0.350378	6.47785e-09	4	1
2.73061	26189	0.215708	1	no	0.353413	8.41349e-09	4	1
2.57645	26194	0.0895979	1	no	0.282458	1.00004e-08	4	1
2.04653	26211	0.181919	1	no	0.338537	8.49094e-09	4	1
2.07721	26281	0.160852	1	no	0.35881	6.63474e-09	4	1
2.11998	26304	0.371756	1	no	0.412066	6.69478e-09	4	1
2.93067	26308	0.40677	1	no	0.415858	7.58683e-09	4	1
2.58554	26317	0.378194	1	no	0.361434	6.32248e-09	4	1
2.27453	26330	0.211856	1	no	0.39574	6.07692e-09	4	1
1.95947	26355	0.154491	1	no	0.287207	7.21128e-09	4	1
2.31039	26391	0.316336	1	no	0.395831	6.61745e-09	4	1
2.19994	26395	0.0851822	1	no	0.260562	8.49293e-09	4	1
2.32437	26487	0.0196275	1	no	0.0634291	9.04633e-09	4	1
2.30972	26554	0.130351	1	no	0.384719	6.83319e-09	4	1
2.32627	26561	0.306804	1	no	0.397794	9.75316e-09	4	1
2.31691	26591	0.281243	1	no	0.349841	6.9768e-09	4	1
2.06613	26595	0.179974	1	no	0.444553	8.59739e-09	4	1
3.05439	26682	0.196586	1	no	0.326143	7.34293e-09	4	1
2.51912	26778	0.42914	1	no	0.385295	6.68654e-09	4	1
2.49753	26818	0.491602	1	no	0.349319	7.95573e-09	4	1
1.94677	26831	0.293421	1	no	0.331278	7.55695e-09	4	1
1.93994	26888	0.192151	1	no	0.350375	1.04487e-08	4	1
2.90345	26949	0.29023	1	no	0.356971	7.38258e-09	4	1
2.73918	27023	0.00381268	1	no	0	6.63661e-09	4	1
2.70002	27061	0.156456	1	no	0.291558	6.57619e-09	4	1
2.35083	27112	0.518991	1	no	0.365255	7.31703e-09	4	1
2.35684	27130	0.441298	1	no	0.376091	1.09199e-08	4	1
2.23316	27159	0.13286	1	no	0.372474	6.85845e-09	4	1
2.50137	27192	0.312465	1	no	0.394447	7.10774e-09	4	1
3.09968	27198	0.059719	1	no	0.200977	7.90726e-09	4	1
3.26141	27241	0.416418	1	no	0.360396	6.71479e-09	4	1
2.76463	27247	0.713399	1	no	0.375634	6.61444e-09	4	1
2.97508	27253	0.239907	1	no	0.360091	8.17292e-09	4	1
2.98021	27293	0.385761	1	no	0.40714	9.46789e-09	4	1
2.9855	27455	0.199718	1	no	0.337002	6.92838e-09	4	1
2.58528	27520	0.155814	1	no	0.288764	5.68552e-09	4	1
1.81549	27555	0.106697	1	no	0.373747	6.63094e-09	4	1
2.65303	27556	0.346915	1	no	0.377481	6.41049e-09	4	1
